benchmark,run,result
function_call,baseline,timeout
function_call,tdce,timeout
function_call,global_constant_folding_and_dce,timeout
function_call,global_dce,timeout
function_call,global_general_df_solver,timeout
function_call,loop_optimization,timeout
function_call,dead_store_elimination,timeout
ray-sphere-intersection,baseline,142
ray-sphere-intersection,tdce,142
ray-sphere-intersection,global_constant_folding_and_dce,142
ray-sphere-intersection,global_dce,142
ray-sphere-intersection,global_general_df_solver,142
ray-sphere-intersection,loop_optimization,142
ray-sphere-intersection,dead_store_elimination,142
conjugate-gradient,baseline,1999
conjugate-gradient,tdce,1999
conjugate-gradient,global_constant_folding_and_dce,1999
conjugate-gradient,global_dce,1999
conjugate-gradient,global_general_df_solver,1999
conjugate-gradient,loop_optimization,1999
conjugate-gradient,dead_store_elimination,incorrect
leibniz,baseline,12499997
leibniz,tdce,12499997
leibniz,global_constant_folding_and_dce,12499997
leibniz,global_dce,timeout
leibniz,global_general_df_solver,12499997
leibniz,loop_optimization,timeout
leibniz,dead_store_elimination,timeout
n_root,baseline,733
n_root,tdce,733
n_root,global_constant_folding_and_dce,733
n_root,global_dce,733
n_root,global_general_df_solver,733
n_root,loop_optimization,733
n_root,dead_store_elimination,733
newton,baseline,217
newton,tdce,217
newton,global_constant_folding_and_dce,217
newton,global_dce,217
newton,global_general_df_solver,217
newton,loop_optimization,217
newton,dead_store_elimination,217
euler,baseline,1908
euler,tdce,1907
euler,global_constant_folding_and_dce,1907
euler,global_dce,1907
euler,global_general_df_solver,1908
euler,loop_optimization,1908
euler,dead_store_elimination,1908
riemann,baseline,298
riemann,tdce,298
riemann,global_constant_folding_and_dce,298
riemann,global_dce,298
riemann,global_general_df_solver,298
riemann,loop_optimization,298
riemann,dead_store_elimination,298
mandelbrot,baseline,2720947
mandelbrot,tdce,2720813
mandelbrot,global_constant_folding_and_dce,2720813
mandelbrot,global_dce,2720813
mandelbrot,global_general_df_solver,2720947
mandelbrot,loop_optimization,2710495
mandelbrot,dead_store_elimination,2720947
norm,baseline,505
norm,tdce,505
norm,global_constant_folding_and_dce,505
norm,global_dce,505
norm,global_general_df_solver,505
norm,loop_optimization,505
norm,dead_store_elimination,incorrect
cordic,baseline,517
cordic,tdce,516
cordic,global_constant_folding_and_dce,516
cordic,global_dce,516
cordic,global_general_df_solver,517
cordic,loop_optimization,509
cordic,dead_store_elimination,517
pow,baseline,36
pow,tdce,34
pow,global_constant_folding_and_dce,34
pow,global_dce,34
pow,global_general_df_solver,36
pow,loop_optimization,35
pow,dead_store_elimination,36
sqrt,baseline,322
sqrt,tdce,321
sqrt,global_constant_folding_and_dce,321
sqrt,global_dce,321
sqrt,global_general_df_solver,322
sqrt,loop_optimization,322
sqrt,dead_store_elimination,322
quickselect,baseline,279
quickselect,tdce,279
quickselect,global_constant_folding_and_dce,279
quickselect,global_dce,279
quickselect,global_general_df_solver,279
quickselect,loop_optimization,279
quickselect,dead_store_elimination,incorrect
sieve,baseline,3482
sieve,tdce,3454
sieve,global_constant_folding_and_dce,3454
sieve,global_dce,3454
sieve,global_general_df_solver,3482
sieve,loop_optimization,3482
sieve,dead_store_elimination,incorrect
bubblesort,baseline,253
bubblesort,tdce,253
bubblesort,global_constant_folding_and_dce,253
bubblesort,global_dce,253
bubblesort,global_general_df_solver,253
bubblesort,loop_optimization,253
bubblesort,dead_store_elimination,incorrect
primitive-root,baseline,11029
primitive-root,tdce,11024
primitive-root,global_constant_folding_and_dce,11024
primitive-root,global_dce,11024
primitive-root,global_general_df_solver,11029
primitive-root,loop_optimization,11029
primitive-root,dead_store_elimination,incorrect
adler32,baseline,6851
adler32,tdce,6850
adler32,global_constant_folding_and_dce,6850
adler32,global_dce,6850
adler32,global_general_df_solver,6851
adler32,loop_optimization,6851
adler32,dead_store_elimination,incorrect
adj2csr,baseline,56629
adj2csr,tdce,56629
adj2csr,global_constant_folding_and_dce,56629
adj2csr,global_dce,56629
adj2csr,global_general_df_solver,56629
adj2csr,loop_optimization,56629
adj2csr,dead_store_elimination,incorrect
csrmv,baseline,121202
csrmv,tdce,120652
csrmv,global_constant_folding_and_dce,120652
csrmv,global_dce,120652
csrmv,global_general_df_solver,121202
csrmv,loop_optimization,121202
csrmv,dead_store_elimination,incorrect
dot-product,baseline,88
dot-product,tdce,88
dot-product,global_constant_folding_and_dce,88
dot-product,global_dce,88
dot-product,global_general_df_solver,88
dot-product,loop_optimization,88
dot-product,dead_store_elimination,incorrect
major-elm,baseline,47
major-elm,tdce,47
major-elm,global_constant_folding_and_dce,47
major-elm,global_dce,47
major-elm,global_general_df_solver,47
major-elm,loop_optimization,47
major-elm,dead_store_elimination,incorrect
max-subarray,baseline,193
max-subarray,tdce,193
max-subarray,global_constant_folding_and_dce,193
max-subarray,global_dce,193
max-subarray,global_general_df_solver,193
max-subarray,loop_optimization,193
max-subarray,dead_store_elimination,incorrect
mat-mul,baseline,1990407
mat-mul,tdce,1990407
mat-mul,global_constant_folding_and_dce,1990407
mat-mul,global_dce,1990407
mat-mul,global_general_df_solver,1990407
mat-mul,loop_optimization,1990407
mat-mul,dead_store_elimination,incorrect
fib,baseline,121
fib,tdce,121
fib,global_constant_folding_and_dce,121
fib,global_dce,121
fib,global_general_df_solver,121
fib,loop_optimization,121
fib,dead_store_elimination,incorrect
vsmul,baseline,86036
vsmul,tdce,86036
vsmul,global_constant_folding_and_dce,86036
vsmul,global_dce,86036
vsmul,global_general_df_solver,86036
vsmul,loop_optimization,86036
vsmul,dead_store_elimination,missing
quicksort-hoare,baseline,27333
quicksort-hoare,tdce,27333
quicksort-hoare,global_constant_folding_and_dce,27333
quicksort-hoare,global_dce,27333
quicksort-hoare,global_general_df_solver,27333
quicksort-hoare,loop_optimization,27333
quicksort-hoare,dead_store_elimination,incorrect
quicksort,baseline,264
quicksort,tdce,264
quicksort,global_constant_folding_and_dce,264
quicksort,global_dce,264
quicksort,global_general_df_solver,264
quicksort,loop_optimization,264
quicksort,dead_store_elimination,incorrect
two-sum,baseline,98
two-sum,tdce,88
two-sum,global_constant_folding_and_dce,88
two-sum,global_dce,88
two-sum,global_general_df_solver,98
two-sum,loop_optimization,incorrect
two-sum,dead_store_elimination,incorrect
eight-queens,baseline,1006454
eight-queens,tdce,959702
eight-queens,global_constant_folding_and_dce,959702
eight-queens,global_dce,959702
eight-queens,global_general_df_solver,1006454
eight-queens,loop_optimization,1006454
eight-queens,dead_store_elimination,1006454
binary-search,baseline,78
binary-search,tdce,75
binary-search,global_constant_folding_and_dce,75
binary-search,global_dce,75
binary-search,global_general_df_solver,78
binary-search,loop_optimization,78
binary-search,dead_store_elimination,incorrect
