benchmark,run,result
riemann,global_general_df_solver,298
riemann,loop_optimization,298
mandelbrot,baseline,2720947
mandelbrot,tdce,2720813
mandelbrot,global_constant_folding_and_dce,2720813
mandelbrot,global_dce,2720813
mandelbrot,global_general_df_solver,2720947
mandelbrot,loop_optimization,2710495
norm,baseline,505
norm,tdce,505
norm,global_constant_folding_and_dce,505
norm,global_dce,505
norm,global_general_df_solver,505
norm,loop_optimization,505
cordic,baseline,517
cordic,tdce,516
cordic,global_constant_folding_and_dce,516
cordic,global_dce,516
cordic,global_general_df_solver,517
cordic,loop_optimization,509
pow,baseline,36
pow,tdce,34
pow,global_constant_folding_and_dce,34
pow,global_dce,34
pow,global_general_df_solver,36
pow,loop_optimization,35
sqrt,baseline,322
sqrt,tdce,321
sqrt,global_constant_folding_and_dce,321
sqrt,global_dce,321
sqrt,global_general_df_solver,322
sqrt,loop_optimization,322
quickselect,baseline,279
quickselect,tdce,279
quickselect,global_constant_folding_and_dce,279
quickselect,global_dce,279
quickselect,global_general_df_solver,279
quickselect,loop_optimization,279
sieve,baseline,3482
sieve,tdce,3454
sieve,global_constant_folding_and_dce,3454
sieve,global_dce,3454
sieve,global_general_df_solver,3482
sieve,loop_optimization,3482
bubblesort,baseline,253
bubblesort,tdce,253
bubblesort,global_constant_folding_and_dce,253
bubblesort,global_dce,253
bubblesort,global_general_df_solver,253
bubblesort,loop_optimization,253
primitive-root,baseline,11029
primitive-root,tdce,11024
primitive-root,global_constant_folding_and_dce,11024
primitive-root,global_dce,11024
primitive-root,global_general_df_solver,11029
primitive-root,loop_optimization,11029
adler32,baseline,6851
adler32,tdce,6850
adler32,global_constant_folding_and_dce,6850
adler32,global_dce,6850
adler32,global_general_df_solver,6851
adler32,loop_optimization,6851
adj2csr,baseline,56629
adj2csr,tdce,56629
adj2csr,global_constant_folding_and_dce,56629
adj2csr,global_dce,56629
adj2csr,global_general_df_solver,56629
adj2csr,loop_optimization,56629
csrmv,baseline,121202
csrmv,tdce,120652
csrmv,global_constant_folding_and_dce,120652
csrmv,global_dce,120652
csrmv,global_general_df_solver,121202
csrmv,loop_optimization,121202
dot-product,baseline,88
dot-product,tdce,88
dot-product,global_constant_folding_and_dce,88
dot-product,global_dce,88
dot-product,global_general_df_solver,88
dot-product,loop_optimization,88
major-elm,baseline,47
major-elm,tdce,47
major-elm,global_constant_folding_and_dce,47
major-elm,global_dce,47
major-elm,global_general_df_solver,47
major-elm,loop_optimization,47
max-subarray,baseline,193
max-subarray,tdce,193
max-subarray,global_constant_folding_and_dce,193
max-subarray,global_dce,193
max-subarray,global_general_df_solver,193
max-subarray,loop_optimization,193
mat-mul,baseline,1990407
mat-mul,tdce,1990407
mat-mul,global_constant_folding_and_dce,1990407
mat-mul,global_dce,1990407
mat-mul,global_general_df_solver,1990407
mat-mul,loop_optimization,1990407
fib,baseline,121
fib,tdce,121
fib,global_constant_folding_and_dce,121
fib,global_dce,121
fib,global_general_df_solver,121
fib,loop_optimization,121
vsmul,baseline,86036
vsmul,tdce,86036
vsmul,global_constant_folding_and_dce,86036
vsmul,global_dce,86036
vsmul,global_general_df_solver,86036
vsmul,loop_optimization,86036
quicksort-hoare,baseline,27333
quicksort-hoare,tdce,27333
quicksort-hoare,global_constant_folding_and_dce,27333
quicksort-hoare,global_dce,27333
quicksort-hoare,global_general_df_solver,27333
quicksort-hoare,loop_optimization,27333
quicksort,baseline,264
quicksort,tdce,264
quicksort,global_constant_folding_and_dce,264
quicksort,global_dce,264
quicksort,global_general_df_solver,264
quicksort,loop_optimization,264
two-sum,baseline,98
two-sum,tdce,88
two-sum,global_constant_folding_and_dce,88
two-sum,global_dce,88
two-sum,global_general_df_solver,98
two-sum,loop_optimization,incorrect
eight-queens,baseline,1006454
eight-queens,tdce,959702
eight-queens,global_constant_folding_and_dce,959702
eight-queens,global_dce,959702
eight-queens,global_general_df_solver,1006454
eight-queens,loop_optimization,1006454
binary-search,baseline,78
binary-search,tdce,75
binary-search,global_constant_folding_and_dce,75
binary-search,global_dce,75
binary-search,global_general_df_solver,78
binary-search,loop_optimization,78
